You are now connected to database "topmodelsql" as user "matthew".
SELECT 214
ALTER TABLE
SELECT 228
ALTER TABLE
 model_id |      model_name      |    area     | price_per_event |  category   |   agent   |                trait                 | rating |  next_event_date  | revenue 
       53 | Eugenia McCraine     | Online      |          449.59 | Promotional | Alex      | Invisible Sneeze                     |      3 | 29 September 2022 | 1263.75
       25 | Melantha Trowell     | Stockholm   |          677.72 | Fitness     | Christian | Unlimited Laughter Generation        |      2 | 02 August 2022    | 5420.18
       69 | Roderick Piotrkowski | Crewe       |          677.03 | Fitness     | Rose      | Extreme Paper Cut                    |      7 | 18 January 2022   | 3370.55
      170 | Tito Naisbit         | London      |          235.89 | Commercial  | Kev       | Extreme Rubber Face Flexibility      |      5 | 25 January 2022   |  5136.9
      123 | Toni Drei            | Milan       |          194.82 | Parts       | Verity    | Unbreakable Shoelaces                |      7 | 03 February 2023  | 1133.78
      148 | West Tattersill      | Stockholm   |          540.01 | Parts       | Christian | forgetting birthdays                 |      4 | 29 April 2022     | 9696.84
       83 | Corbie Jillings      | Stockholm   |          459.55 | Fitness     | Christian | Infinite Hiccups                     |      0 | 02 August 2025    | 2907.12
      167 | Lottie Oulner        | Milan       |             725 | Fashion     | Verity    | Infinite Clumsiness                  |      4 | 24 September 2024 | 3258.72
(214 rows)

 model_id |       brand       
----------+-------------------
        1 | Louboutin
        1 | H&M
        2 | Aldi
        2 | Poundland
        3 | Patagonia
        3 | Buff
        3 | Salomon
        4 | Adidas
        5 | Ebay
        5 | Vinted
        5 | Instagram
        6 | Charities
        7 | Oricle
        7 | Marks and Spencer
        8 | Harrods
        8 | HSBC
        9 | Ikea
        9 | Wayfair
        9 | Amazon
       10 | Nike
       10 | Adidas
       10 | Reebok
       11 | Chanel
       11 | Dior
       11 | Stella McCartney
       12 | United Utilities
       13 | Listo Burritos
       14 | Marvel Studios
       15 | Versace
       16 | Ikea
       17 | Patagonia
       18 | Salomon
       19 | Amazon
       20 | Versace
       21 | Valentino
       22 | HSBC
       23 | Marks and Spencer
       24 | Gucci
       25 | Oricle
       26 | Marks and Spencer
       27 | Givenchy
       28 | Instagram
       29 | Marks and Spencer
       30 | Harrods
       31 | HSBC
       32 | Chanel
       33 | Charities
       34 | Poundland
       35 | Chanel
       36 | Fendi
       37 | Chanel
       38 | Instagram
       39 | Instagram
       40 | Gucci
       41 | Stella McCartney
       42 | Prada
       43 | Vinted
       44 | Prada
       45 | Salomon
       46 | Reebok
       47 | Poundland
       48 | HSBC
       49 | Salomon
       50 | Adidas
       51 | HSBC
       52 | Louboutin
       53 | Fendi
       54 | Charities
       55 | Ebay
       56 | Dior
       57 | Salomon
       58 | Charities
       59 | Louboutin
       60 | Versace
       61 | Chanel
       62 | Salomon
       63 | Stella McCartney
       64 | Ikea
       65 | Louboutin
       66 | Patagonia
       67 | Prada
       68 | Balenciaga
       69 | Fendi
       70 | Poundland
       71 | Adidas
       72 | Patagonia
       73 | Oricle
       74 | Aldi
       75 | Aldi
       76 | HSBC
       77 | Gucci
       78 | Ebay
       79 | Charities
       80 | Adidas
       81 | Amazon
       82 | Dior
       83 | Versace
       84 | Ebay
       85 | Buff
       86 | Salomon
       87 | Ikea
       88 | Gucci
       89 | Chanel
       90 | Chanel
       91 | Prada
       92 | Salomon
       93 | Stella McCartney
       94 | Oricle
       95 | Nike
       96 | Vinted
       97 | Louboutin
       98 | Prada
       99 | Buff
      100 | Instagram
      101 | Salomon
      102 | Louis Vuitton
      103 | Ebay
      104 | Dior
      105 | HSBC
      106 | Wayfair
      107 | Adidas
      108 | Adidas
      109 | Amazon
      110 | Charities
      111 | Harrods
      112 | Oricle
      113 | Aldi
      114 | Harrods
      115 | Oricle
      116 | Ikea
      117 | Buff
      118 | H&M
      119 | Buff
      120 | Vinted
      121 | Salomon
      122 | Charities
      123 | Balenciaga
      124 | Oricle
      125 | H&M
      126 | Balenciaga
      127 | Salomon
      128 | Amazon
      129 | HSBC
      130 | HSBC
      131 | Patagonia
      132 | Versace
      133 | Vinted
      134 | H&M
      135 | Balenciaga
      136 | Instagram
      137 | Charities
      138 | Adidas
      139 | H&M
      140 | Givenchy
      141 | HSBC
      142 | H&M
      143 | Versace
      144 | Chanel
      145 | Harrods
      146 | Marks and Spencer
      147 | Wayfair
      148 | Versace
      149 | HSBC
      150 | Versace
      151 | Ikea
      152 | Reebok
      153 | Harrods
      154 | Harrods
      155 | Chanel
      156 | Ebay
      157 | Prada
      158 | Marks and Spencer
      159 | Wayfair
      160 | Louis Vuitton
      161 | Reebok
      162 | Harrods
      163 | Valentino
      164 | Prada
      165 | Oricle
      166 | Poundland
      167 | Versace
      168 | Fendi
      169 | Givenchy
      170 | Salomon
      171 | Aldi
      172 | Vinted
      173 | Buff
      174 | Stella McCartney
      175 | Wayfair
      176 | Louboutin
      177 | Adidas
      178 | Buff
      179 | Salomon
      180 | Oricle
      181 | Louboutin
      182 | Amazon
      183 | Fendi
      184 | Aldi
      185 | Nike
      186 | Reebok
      187 | Stella McCartney
      188 | Buff
      189 | Marks and Spencer
      190 | Nike
      191 | Reebok
      192 | Adidas
      193 | Marks and Spencer
      194 | Stella McCartney
      195 | Vinted
      196 | Prada
      197 | Fendi
      198 | Nike
      199 | Oricle
      200 | Chanel
      201 | Ebay
      202 | Ebay
      203 | Salomon
      204 | Ebay
      205 | Wayfair
      206 | Fendi
      207 | Ikea
      208 | Valentino
      209 | Dior
      210 | Marks and Spencer
      211 | Patagonia
      212 | Stella McCartney
      213 | Wayfair
      214 | Poundland
(228 rows)

